location,image_description,text,translated_text,id
Top,"A girl is kicking a soccer ball in the air, while another girl is sitting on the ground looking up at her.",आथसा गोलाव गोलाव नागिरोब्ला लाय माथो,This ball is hitting the ground,image_bodo_546.jpg
Bottom,"A girl is kicking a soccer ball in the air, while another girl is sitting on the ground looking up at her. A watermark of 'Adwi Gojo Just now' is visible.",गसुंजोंबो आआआ..आइदै सबाय होनो गरायफोर,"My brother, oh my god.. you are great",image_bodo_546.jpg
Top,"Profile picture of Mandela Brahma, who is wearing a suit and hat and holding some papers.",Mendela Brahma,Mandela Brahma,image_bodo_591.jpg
Top,,7h,7h,image_bodo_591.jpg
Main Content,Blue background with white text in Devanagari script.,"दाम गोसनि गारि सामलायनाय
महर गोसा हिनजाव सामलायन
एखे ।","Dam Gosani garu, please handle.
Maher Gosa Hanjav, please handle.
I am.",image_bodo_591.jpg
Top,"Text written in a script that appears to be a Tibeto-Burman language, possibly Bodo or a related dialect. The text is black and set against a white background.",फिसा आं मिथिगौ नों जोबोर दुखुआव दं अननानै बिमा,"Because of you, Mother, I am in great pain.",image_bodo_8.jpg
Middle Top,"Text in a Tibeto-Burman language, possibly Bodo or a related dialect, written in black on a white background. To the right of the text are two yellow praying hands emojis.",थास' बिबारनि मुङाव Like मोनसे होलां,Say 'Thas' Bibarani' and like this one.,image_bodo_8.jpg
Center,"A young woman in a black crop top and dark pants is positioned in the center, appearing to be dancing or posing. Behind her, multiple stylized arms, similar to those of a deity, are shown holding various objects like a flame, a conch shell, and a mace. The background features green leaves and yellow flower buds.",,,image_bodo_8.jpg
Bottom Left (Facebook Logo),A Facebook logo (blue square with white 'f') followed by the text 'MoYe Memer'.,f MoYe Memer,f MoYe Memer,image_bodo_8.jpg
Bottom,"Text in a Tibeto-Burman language, possibly Bodo or a related dialect, written in black on a white background.",अब्खलानो नोंगौ गासै साथ्रायफोरा जाफुंगोन ।,All the accomplices will be punished.,image_bodo_8.jpg
Bottom Center,"Text in a Tibeto-Burman language, possibly Bodo or a related dialect, enclosed in quotation marks.",""" जै आइ थास' बिबारनि """,""" Hail Aai Thas' Bibarani """,image_bodo_8.jpg
"188, 58, 517, 918","Pink text on a dark background with the words ""akola ma baide"" repeated several times.","akola ma baide
cinima garaya ma
baideka gunda bada
josh cinima gara
josh be logrog
undubao lases seg
man sonman gwi vwi","Is the film good?
Is the film beautiful?
Is the film wonderful?
Josh film good
Josh is everywhere
You will feel it
Man is happy",image_bodo_618.jpg
Top,Text at the top of the meme with a smiley face.,"Bini sms kwo neywi
neywi nw :)","Your SMS is also
yours, also :)",image_bodo_156.jpg
Middle,"A cartoon character lying on a pillow and looking at a smartphone with a happy expression. A small box with ""Memes bodo"" is visible.",,,image_bodo_156.jpg
Bottom,Text below the character with a battery icon and a broken heart emoji.,"battery 🔋 ah sw jwbb lai
langswi dabw gwiy
💔","battery 🔋 and your
phone is also dead
💔",image_bodo_156.jpg
top banner,The text ADRE Full For is written in large red letters on a pink background.,ADRE Full For,ADRE Full For,image_bodo_630.jpg
left image,A young woman with long black hair and bright red lipstick is looking at the camera with her mouth slightly open.,,,image_bodo_630.jpg
comment section,A comment from a user named Comment Raja stating 'ADRE- akhaijwng damgra rwonia exam',ADRE- akhaijwng damgra rwonia exam,ADRE- I want to be a good exam,image_bodo_630.jpg
comment section,A comment from a user named Swmaoshar Basumatary stating 'Adre-abu derjanw rwngywiiprni exam',Adre-abu derjanw rwngywiiprni exam,Adre-abu means becoming a good exam,image_bodo_630.jpg
comment section,A comment from a user named Munn Basu stating 'Ultrã Prø Max ha ha ha right',Ultrã Prø Max ha ha ha right,Ultrã Prø Max ha ha ha right,image_bodo_630.jpg
comment section,A comment from a user named Mithisar Wary stating 'Ultrã Prø Max wow',Ultrã Prø Max wow,Ultrã Prø Max wow,image_bodo_630.jpg
Top,,"Hasthai nai mani Gaswi
kwo bw",I don't believe you,image_bodo_181.jpg
Middle,"A cute cartoon character with pink blush marks on its cheeks and closed eyes, sitting with its hands resting on its knees.",Memes bodo,Memes bodo,image_bodo_181.jpg
Bottom,,"Mwnjwbbnai mwnbla Raokwobw
nagggla mwn Agnw 🙂","I'm upset, I'm sad, I'm angry",image_bodo_181.jpg
Top,"Text saying ""Hwd ctweb good night"" with a small image of a city skyline at night with a crescent moon and stars.",Hwd ctweb good night,Hwd ctweb good night,image_bodo_195.jpg
Middle,"A cartoon character with a round head and blushing cheeks is lying down, holding a smartphone.",,,image_bodo_195.jpg
Bottom,"Text in a large font, with an emoji of a neutral face.",Ngser ni jora jora kwolo nubai tayw,"I sleep well, I sleep well, I sleep.",image_bodo_195.jpg
Middle Right,Text on the right side of the middle image.,Memes bodo,Memes bodo,image_bodo_195.jpg
Top message,A chat message with the text 'Agnw sase hordwbra gaocnw' and a smiling emoji.,Agnw sase hordwbra gaocnw,Are you feeling well?,image_bodo_368.jpg
Top left message,A chat message with the text 'X kwo ladw'.,X kwo ladw,What are you doing?,image_bodo_368.jpg
Middle left message,A chat message with the text 'Ang mwiya status hwdwngmwn'.,Ang mwiya status hwdwngmwn,Are you posting status?,image_bodo_368.jpg
Middle left message 2,A chat message with the text 'Hitt jabai'.,Hitt jabai,What do you want?,image_bodo_368.jpg
Middle right message,A chat message with the text 'Ng gaocbydang pagla' and a smiling emoji.,Ng gaocbydang pagla,Are you mad?,image_bodo_368.jpg
Middle left message 3,A chat message with the text 'Gaoakwi lwi'.,Gaoakwi lwi,How are you?,image_bodo_368.jpg
Middle left message 4,A chat message with the text 'Ro dahai swnghornang'.,Ro dahai swnghornang,What are you doing?,image_bodo_368.jpg
Middle left message 5,A chat message with the text 'Layw hwnba ladw'.,Layw hwnba ladw,What are you doing?,image_bodo_368.jpg
Middle left message 6,A chat message with the text 'Ngbw'.,Ngbw,What?,image_bodo_368.jpg
Middle left message 7,A chat message with the text 'Hitt'.,Hitt,What?,image_bodo_368.jpg
Middle left message 8,A chat message with the text 'Ka'.,Ka,What?,image_bodo_368.jpg
Middle left message 9,A chat message with the text 'Malpra'.,Malpra,What?,image_bodo_368.jpg
Bottom message,A chat message with the text 'Goida malkwonw nukaby gaoyakwi jabaoby' and a smiling emoji.,Goida malkwonw nukaby gaoyakwi jabaoby,I am very happy to see you.,image_bodo_368.jpg
Top,"A screenshot from a social media app showing a comment from user 'bty_bin_tu'. The comment is partially obscured by a green circle. The text of the comment appears to be in a language other than English, with some English words like 'Abu' and emojis.",Togaidwng ba lwdi taptana nwi twigwn ng abo ❌ Abu ✅,Was it wrong to be tempted to be with Abu?,image_bodo_340.jpg
Middle,A close-up of a woman's face. She is looking upwards with a slightly exasperated or contemplative expression. She has long dark hair and is wearing a thin necklace.,,,image_bodo_340.jpg
Top,A man with a mustache and beard is smiling at the camera with his tongue sticking out slightly. He is wearing a grey t-shirt and standing outdoors with trees and a blue sky in the background.,DWIDEN NI HINJAO GODAI NAIDO BOIBW HABAYA MALA,DWIDEN NI HINJAO GODAI NAIDO BOIBW HABAYA MALA,image_bodo_426.jpg
Middle Left,A profile picture of a person on a motorcycle.,Abul official vlog,Abul official vlog,image_bodo_426.jpg
Middle Right,"A black button with white text ""Subscribe"".",Subscribe,Subscribe,image_bodo_426.jpg
Bottom,"A comment section of a video. The commenter's initial is 'G', and the comment is highlighted with a red curve.",Namkwu abu labanw jatarw manwtw abul,Namkwu abu labanw jatarw manwtw abul,image_bodo_426.jpg
Top,Text indicating replies to a comment on a post.,Replies to your comment on Buhum Basumatary's post,Replies to your comment on Buhum Basumatary's post,image_bodo_432.jpg
First Comment,"Profile picture of a young man, text in a speech bubble.","Ültrã Prø Måx
Agni Facebook kwo bny na hetardw dari rojonyni idea hwgwn ag 😂","Ultra Pro Max
This Facebook is so stupid, giving such funny ideas.",image_bodo_432.jpg
First Comment Time,Text indicating the time since the comment was posted.,1h Like Reply,1h Like Reply,image_bodo_432.jpg
Second Comment,"Profile picture of a person on a motorcycle, text in a speech bubble.","Buhum Basumatary
Ültrã Prø Måx blue tick verify klm na ladw Bhai report hwbabw geoahkwi ba..6mont sw barvai ba ampi original video hwbai tadw oblanw kargwn be","Buhum Basumatary
Ultra Pro Max, will you get blue tick verified or should I report it, brother? Give original video within 6 months or else I will block you.",image_bodo_432.jpg
Second Comment Time,Text indicating the time since the comment was posted.,17m Like Reply,17m Like Reply,image_bodo_432.jpg
Third Comment,"Profile picture of a young man, text indicating 'Top fan'.","💎 Top fan
Ültrã Prø Måx
Buhum Basumatary ok bro ❤️","Top fan
Ultra Pro Max
Buhum Basumatary okay bro",image_bodo_432.jpg
Top,"A man with short brown hair, wearing a blue patterned shirt, looking to the right. He is outdoors with trees and foliage in the background. The lower part of the image shows a comment section with the title 'Comments', sorting options 'Top' and 'Newest', and a user comment.",Comments,Comments,image_bodo_354.jpg
Top,"A man with short brown hair, wearing a blue patterned shirt, looking to the right. He is outdoors with trees and foliage in the background. The lower part of the image shows a comment section with the title 'Comments', sorting options 'Top' and 'Newest', and a user comment.",Top,Top,image_bodo_354.jpg
Top,"A man with short brown hair, wearing a blue patterned shirt, looking to the right. He is outdoors with trees and foliage in the background. The lower part of the image shows a comment section with the title 'Comments', sorting options 'Top' and 'Newest', and a user comment.",Newest,Newest,image_bodo_354.jpg
Bottom,"A user comment on a video, posted by @SBODOVLOG07639, reads 'Actor jadw bra boibw support dong viral jabyana'. The comment is highlighted with a yellow circle.","@SBODOVLOG07639 
Actor jadw bra boibw support dong viral jabyana","@SBODOVLOG07639 
Actor, please continue supporting and go viral, jabyana",image_bodo_354.jpg
Top,"Text at the top with emojis, meaning 'Money is gone'",Pwisa gwiya 😑 💰,Money is gone 😑 💰,image_bodo_54.jpg
Center,A man is holding his empty wallet,,,image_bodo_54.jpg
Bottom,"Text at the bottom with emojis, meaning 'Money is finished'",Bwrwi henjao mwngGwn 😑 💰,Money is finished 😑 💰,image_bodo_54.jpg
Center right,Logo on the man's arm,Memes bodo,Memes bodo,image_bodo_54.jpg
top section,Screenshot of a social media post from 'Bodoland Budhli'. It shows a news update with text in a non-English language and an option to 'See translation'.,"बोडोलान बुब्लि
सिखाव खावना फैनायाव जेबो रां एबा बेसेन गोसा मुवा मोनलाडैनि आइजोंखौ खुदुमलाडों।
See translation","Bodoland Budhli
Teaching them is the best, or else the anger of God will make us enemies.
See translation",image_bodo_383.jpg
middle section,"A red banner with the word 'BREAKING' in large, metallic golden letters, indicating urgent news.",BREAKING,BREAKING,image_bodo_383.jpg
bottom section,"A red news ticker displaying a message in a non-English language, likely related to the breaking news.","न' सिङाव जेबो रां, मुवा बेसाद मोननाय सासे 38 बोसोर बेसोनि आइजोंखौ खुदुमलाडों","Those who are not wise, their anger is 38 years of life, enemies.",image_bodo_383.jpg
Top,Text written in black color on a white background.,Anglai swrni !,You are funny!,image_bodo_40.jpg
Middle,A cartoon character with sunglasses is depicted.,,,image_bodo_40.jpg
Middle Right,Facebook logo and text 'Memes bodo' written in blue color.,Memes bodo,Memes bodo,image_bodo_40.jpg
Bottom,Text written in black color on a white background.,Hero jabao nw,You are a hero,image_bodo_40.jpg
Top,"Three lines of text in a bold, dark font on a white background.",HINJAO GWNGKASW SW SANW KUMA NGSWR AGKWO?,HINJAO GWNGKASW SW SANW KUMA NGSWR AGKWO?,image_bodo_397.jpg
Bottom Left,"A young Black boy is sitting down, holding his head in his hand and laughing hysterically with his mouth wide open. His eyes are closed and he is leaning back.",,,image_bodo_397.jpg
Bottom Right,"A man, possibly Asian, with his eyes closed and mouth open in a wide, joyful laugh. His head is tilted back, and his hands are not visible.",,,image_bodo_397.jpg
Top,"Text in green color, large font, on a white background.","गोजां बोथोर आव नो ला लायोबा हिनजाव
खौ गोजांनायखौनौ थाल मोननाय न्आ नों","Why are you afraid of God?
Don't you get food by doing God's work?",image_bodo_387.jpg
Bottom Left,"A boy laughing and holding his head, with a speech bubble above him.","सिब्लैफोरनि सोलेर
आ अरफोर बायदि गुं
जाखायो","People who are stupid
When they get something,
it will be like that.",image_bodo_387.jpg
Bottom Right,A man laughing with a speech bubble to his left.,"खम्बल
जोमिनांखांया","Money
It's a lie",image_bodo_387.jpg
Top,White text on a pink background with a smiley emoji on the right.,Tarwinw Ngni Pagwla jabai ag,Are you going crazy?,image_bodo_50.jpg
Middle,"A cartoon of a character with binoculars, looking through them. The binoculars have hearts inside the lenses. Text ""Memes bodo"" is visible on the character's chest.",,,image_bodo_50.jpg
Bottom,Black text with a smiley emoji on the right.,Ng ma sankw wmprai,I am doing well,image_bodo_50.jpg
Center,"The image contains text in large, dark grey font on a white background. The text reads 'GWSTWNA NY ANGYW BESE ONSULA' followed by two yellow emojis with closed eyes and smiling mouths. The text is likely in an unidentifiable language or contains misspellings.",GWSTWNA NY ANGYW BESE ONSULA,GWSTWNA NY ANGYW BESE ONSULA,image_bodo_378.jpg
Top Image,A group of young students in pink shirts and green skirts stand in a line in front of a school building.,HD,HD,image_bodo_350.jpg
Bottom Text,"Text in an unknown script, likely a regional language.","অরাং দেখরা এবসুনি সিডাও থানায়
ফরাযসালি ইও এন একাদেমি, অরাং আ
স্পথথামনসনি সুনবার সানাব हौवास
ফরাযসাফোরখौ গামসা গানহোনায়খ
জাগায়বায়। থারেনো জবোদ মোজাঁ জাবায়।
অরাং দেখরা এবসুনিফড়ফ  ফরাযসালিয়া
বেবায়দide initiative লানায়খौ মোজাঁ
মোননায়খौ ফোরমায়বায়। লগসে
ফরাযসালি সামলায় আফাদ আরো
ফরাযসালিনি গোরাযूं বিধামোননি সিম
জবোদ জবোদ মোজাঁ মোননায়খौ ফোরমা
হরো।","Orang Dekhra Absuni Sidav Thanay
Farasali Iu En Academy, Orang Aa
Sptha Monseini Sunibar Sanav Haowasa
Farasaphorokho Gamsa Ganhanayakho
Jagaybay. Thaino Jobod Moja Jabay.
Orang Dekhra Absuniprad Farasaliya
Bebayadi initiative Lanaykho Moja
Monnaykho Formaybay. Logose
Farasali Samlay Afad Aro
Farasalini Gorayu Vidhamonni Sim
Jobod Jobod Moja Monnaykho Forma
Haro.",image_bodo_350.jpg
Top,Text in black with a smiling emoji. The text reads 'Bese Onw Mwn Ag Bikwo Ctwb'.,Bese Onw Mwn Ag Bikwo Ctwb,Bese Onw Mwn Ag Bikwo Ctwb,image_bodo_87.jpg
Center,"A cartoon figure wearing sunglasses, reclining on a green cushion, with a smiling emoji to its right. The figure has a bow tie and its arms are crossed.",Memes bodo,Memes bodo,image_bodo_87.jpg
Bottom,Text in black with a neutral face emoji. The text reads 'Buji tara L...dwi begor ah'.,Buji tara L...dwi begor ah,Buji tara L...dwi begor ah,image_bodo_87.jpg
center,meme with text in an unknown language,"swrha pwisa mウンドg swrha pwisa
gwmadg swrba haba jalai dg swrba
mウンドg madg gwiya agha bidiyao jebw
udis gwiya 🙂",You are the one who is happy. You are the one who is happy. You are the one who is happy. You are the one who is happy.,image_bodo_93.jpg
Top,,oi bigut,Oh you big guy,image_bodo_191.jpg
Middle,A cute cartoon character with glasses and a subtle smile.,Memes bodo,Memes bodo,image_bodo_191.jpg
Bottom,Text with a smiling emoji.,"Ngsani no khatini kwo
banaina hwdw bra Agnw :)","When you don't want to do
anything and your friend says: )",image_bodo_191.jpg
Top text,"The text ""Feeling sad"" with a sad emoji.",Feeling sad,Feeling sad,image_bodo_185.jpg
Middle image,"A cartoon drawing of a sad character with tears in its eyes and cheeks flushed with blush. The character is white with a black outline. The text ""Memes bodo"" is visible on the right side of the character.",Memes bodo,Memes bodo,image_bodo_185.jpg
Bottom text,"Two lines of text in Bodo. The first line reads ""Onnai hwbla tai onnai"". The second line reads ""kwonw Mwnpina Manw?"" followed by a smiling emoji.","Onnai hwbla tai onnai
kwonw Mwnpina Manw?","Will you be my friend?
Will you be my friend?",image_bodo_185.jpg
Top left,profile picture of a woman and man,Fwisali Brahma,Fwisali Brahma,image_bodo_608.jpg
Top left,,32m,32m,image_bodo_608.jpg
Top right,profile picture of a man,Prakash Brahma,Prakash Brahma,image_bodo_608.jpg
Top right,profile picture of a man,"Angkousw Hwnkwna makw.
Nambarbw Gwiya","Angkousw Hwnkwna makw.
Nambarbw Gwiya",image_bodo_608.jpg
Top right,,Like Reply 4,Like Reply 4,image_bodo_608.jpg
Top right,profile picture of a man,Suresh Bty,Suresh Bty,image_bodo_608.jpg
Top right,profile picture of a man,"Prakash Brahma nwngkhwo nw
hwndwng
","Prakash Brahma nwngkhwo nw
hwndwng
",image_bodo_608.jpg
Top right,,"Like Reply 1
","Like Reply 1
",image_bodo_608.jpg
Top right,profile picture of a woman,Fwisali Brahma,Fwisali Brahma,image_bodo_608.jpg
Top right,profile picture of a woman,"Suresh Bty be nongalwi
pongbai","Suresh Bty be nongalwi
pongbai",image_bodo_608.jpg
Top right,,Like Reply,Like Reply,image_bodo_608.jpg
Top right,profile picture of a man,Suresh Bty,Suresh Bty,image_bodo_608.jpg
Top right,profile picture of a man,"Fwisali Brahma nwngwo
khwmalwi","Fwisali Brahma nwngwo
khwmalwi",image_bodo_608.jpg
Top right,,Like Reply,Like Reply,image_bodo_608.jpg
Top right,profile picture of a woman,Fwisali Brahma,Fwisali Brahma,image_bodo_608.jpg
Top right,profile picture of a woman,"Prakash Brahma aywi nwng
nongalwi sona","Prakash Brahma aywi nwng
nongalwi sona",image_bodo_608.jpg
Top right,,Like Reply,Like Reply,image_bodo_608.jpg
Middle,purple background with white text about waiting for a call and message from Prakash,"I am waiting for your
call and message
prakash","I am waiting for your
call and message
prakash",image_bodo_608.jpg
Middle,"Emojis of a broken heart, a sad face and a wilting rose",,,image_bodo_608.jpg
Top,,Lab gwīya jaikwo ng Ǵwsẅ Gwrbw kwo hwtāb nanwi Ḿjīng mwnbla bw 🥺,I will fight with you if you don't work. Then I will work.,image_bodo_152.jpg
Middle,A cartoon figure lying in a pool of blood with a heart in its hand.,Memes bodo,Memes bodo,image_bodo_152.jpg
Bottom,,Neosi Jayw balai 😑,Don't laugh at me.,image_bodo_152.jpg
Top,Text at the top of the image.,"Onnai hwba Duku kwo
sw mwnw 😑","Why is it so difficult
to live 😑",image_bodo_146.jpg
Middle,A drawing of a person hugging a pillow.,,,image_bodo_146.jpg
Bottom,Text at the bottom of the image next to a broken heart emoji.,Manw bidi tai 💔,I am heartbroken 💔,image_bodo_146.jpg
Top text,Yellow background with text in black. The text is in a language other than English and appears to describe diamond sandals.,"बाजैनि सेन्दलआ Diamond निसो
दामि",Bride's sandal Diamond price,image_bodo_620.jpg
Middle part of image,"A man wearing a blue t-shirt holds up two sparkly, light-colored sandals. He is smiling slightly. The sandals appear to be for women.",,,image_bodo_620.jpg
Bottom right corner,"A yellow emoji face with wide open mouth and eyes closed, showing happiness and laughter.",,,image_bodo_620.jpg
Top,"Text in white background in a likely Devanagari script, possibly Nepali or Hindi.","१० बोसोरोनि गोजौनि सिख्लाफोर ना माथो थास""निफाय गाज्रिसिन मानोना","10 times you might not be able to say, ""I don't like it""",image_bodo_581.jpg
Middle,"A portrait of a young woman with dark hair and a slight smile, wearing a light blue t-shirt.",,,image_bodo_581.jpg
Middle Right,"A profile picture of a young man with the name ""Adwi Gojo"" and ""Just now"" below it.","Adwi Gojo
Just now","Adwi Gojo
Just now",image_bodo_581.jpg
Bottom,"Text in white background in a likely Devanagari script, possibly Nepali or Hindi.",आदै ALOO DAYनि रावसो,Today it's Aloo Day,image_bodo_581.jpg
Top,Logo and text 'Memes bodo' in white on a black background.,Memes bodo,Memes bodo,image_bodo_218.jpg
middle,Text in white against a black background.,Gsw w twlainwba mjng gsw w twlai lwi ctwb pwr jngni mwkhang bijab ao gabla gabli noga kela,Gsw w twlainwba mjng gsw w twlai lwi ctwb pwr jngni mwkhang bijab ao gabla gabli noga kela,image_bodo_218.jpg
Bottom,Instagram logo and text 'Memes bodo' in white on a black background.,Memes bodo,Memes bodo,image_bodo_218.jpg
Top,"Logo of Facebook and text ""Memes bodo""",Memes bodo,Memes bodo,image_bodo_231.jpg
Center,Text in large font with an emoji smiling face at the end.,"Gaobra Sigwn Lai Denwi
Swrna Ba Swrna Ba","We will go to meet someone
It will be fun it will be fun",image_bodo_231.jpg
Right side,"Social media icons for Facebook, YouTube, Twitter, and Instagram.",,,image_bodo_231.jpg
Bottom,"Logo of Instagram and text ""Memes bodo""",Memes bodo,Memes bodo,image_bodo_231.jpg
Top,Logo of Facebook and text 'Memes bodo',Memes bodo,Memes bodo,image_bodo_225.jpg
Center,Text on a white background.,ag Ngkwo gwsw twyw hwnna nwi bw bungna nwi bw lanw hala siri siri profile photo kwo nw nainanwi Tasab niswi ctwb,"If you are afraid of what you do, you are afraid of the consequences of your actions.",image_bodo_225.jpg
Bottom,Logo of Instagram and text 'Memes bodo',Memes bodo,Memes bodo,image_bodo_225.jpg
Top,,1)बर सिख्लाफोरनि गोसोखै गोजोन होनो हाग्रा हौवा-,1) What is the name of the bird that makes its nest on the ground? -,image_bodo_543.jpg
Top left,,क)बर,a) Bar,image_bodo_543.jpg
Middle left,,ख)राभा,b) Rabha,image_bodo_543.jpg
Middle,Profile picture of a young man wearing a cap and a t-shirt,"Adwi Mēmār
Just now","Adwi Mēmār
Just now",image_bodo_543.jpg
Bottom left,,ग)निग्र,c) Nigra,image_bodo_543.jpg
Bottom,,ख)आदिबासि,b) Adivasi,image_bodo_543.jpg
Top Left Text,,TASO BIBAR,TASO BIBAR,image_bodo_594.jpg
Top Right Image,A young woman in a red t-shirt and blue jeans is sitting on a chair in a room.,,,image_bodo_594.jpg
Bottom Left Text,,TASO BIBAR LITE,TASO BIBAR LITE,image_bodo_594.jpg
Bottom Right Image,A young woman in a red t-shirt and black shorts is standing in a grassy field.,,,image_bodo_594.jpg
Top Text,profile picture of the user and text indicating the user's name and posting time,"Fwila J. Borgoyari
11h","Fwila J. Borgoyari
11 hours ago",image_bodo_621.jpg
Middle Text,text in Hindi and English languages.,"Hindi English
मायनावजॊ आंवजॊ बैसागुनि दाउ रोसि लॊनो मानि मुनि खानो
थानायाव,,,, Mendela Brahma एकटर गजोला जानॊब्ला
फै । मेगन साना लाब गैया।।
Mynawajo Anjo Baisaguni Dau Rosi Lono Mani
Muni Khano Thanayaw,,,, Mendela Brahma
Actor Gajola Janobla Fai. Megan sana laab
gaia..","Hindi English
My name is Dau Rasi Lono Mani Muni Khano
Thanayaw,,,, Mendela Brahma Actor Gajola Janobla
Fai. Megan sana laab gaia..
Mynawajo Anjo Baisaguni Dau Rosi Lono Mani
Muni Khano Thanayaw,,,, Mendela Brahma
Actor Gajola Janobla Fai. Megan sana laab
gaia..",image_bodo_621.jpg
Bottom Image,"A man and a woman dressed in traditional attire, standing in a field. The man is smiling and offering something to the woman, who is holding a basket.",,,image_bodo_621.jpg
Top,Text in black Bodo script with a yellow emoji of a sad face. ,"Bungnw bungnw sannai
Rao ah 😥","My love my love is the only one
I am.",image_bodo_153.jpg
Middle,A drawing of a sad cartoon character crying on a pillow. There are small hearts drawn around the character. The text 'Memes bodo' is written in green on the character's arm.,Memes bodo,Memes bodo,image_bodo_153.jpg
Bottom,Text in black Bodo script with a yellow emoji of a neutral face.,"Gwsw singgao nw tajwb
pinbai 😐","Tomorrow will be better
be fine 😐",image_bodo_153.jpg
Top Text,Text written in a font that looks like handwriting with emojis at the end,"Nwngsina Swimming Twimmin Dugwihwiba angna benw Swimming pool
",Swimming swimming dugwihwiba like swimming pool,image_bodo_609.jpg
Image,A girl swimming in a river and her legs are floating on the water.,,,image_bodo_609.jpg
Comment 1,Profile picture of a sunflower.,"Sün Flôwêr · Following
Ang mwnse kahani khintani khwnasong Bajwi ...jwng gami khatini mising (Miri) sikla sase Bibdi Dwimayao dugwibai dongmwn nw . Wmfrai bini mabayao berlao habnanwi doctor nao sw bokho hwijadwng
Like Reply
1","Sun Flower Following 
This is a story that tells us about Bajwi ... Jwng's family. (Miri) sikla sase Bibdi Dwimayao dugwibai dongmwn nw. Wmfrai bini mabayao berlao habnanwi doctor nao sw bokho hwijadwng
Like Reply 1",image_bodo_609.jpg
Comment 2,Profile picture of a girl with a white background.,"Mainao Iswary
Sün Flôwêr ma nwmpani kahani jakwsi belai","Mainao Iswary
Sun Flower's story is always good",image_bodo_609.jpg
Top,"A white cartoon character with pink cheeks and a smiley face, gesturing with its index finger and thumb forming a circle.",Crush Gwiya agna,Crush Gwiya agna,image_bodo_184.jpg
Bottom,"The same white cartoon character with pink cheeks and a smiley face, accompanied by a yellow smiley face emoji and a red maple leaf emoji.",Ng Janw nm Jwrwo,Ng Janw nm Jwrwo,image_bodo_184.jpg
Center,Text in Gujarati script.,"આં લાંબોથાય બુલાયનોલ ગોસો
જાયો આંખાયનો ગારબાય આં","When I call for a long time, anger
Goes away, I am proud.",image_bodo_423.jpg
Top,The text 'Oii' is written in black.,Oii,Oii,image_bodo_92.jpg
Middle,"A cartoon drawing of a person resting on a green pillow, with their head resting on their hand and a smile on their face.",,,image_bodo_92.jpg
Bottom,The text is written in black with a smiling face emoji at the end.,"नों मा आंकंी नुबाबो रायदाव
थारा बा 😌","Don't annoy me
Sleep a little",image_bodo_92.jpg
Top Arch,"A purple arch decorated with flowers and red fabric, with text written in white.",খালায়  জুলি,Khalay Juli,image_bodo_345.jpg
Left Arch,The left side of the purple arch with the word 'WELCOME' written in white.,WELCOME,WELCOME,image_bodo_345.jpg
Right Arch,The right side of the purple arch with text written in white.,বরায়বায়,Baraybay,image_bodo_345.jpg
Center,"A couple standing under the arch, a man in a white and light blue traditional outfit and a woman in a pink traditional outfit.",,,image_bodo_345.jpg
Top,"The text is in a Bodo language. The text is in large bold font and says: ""What is this phone for, but it's big and beautiful""?",हौवा फोरना फानजनानाय बा दाहारागै आं,"What is this phone for, but it's big and beautiful",image_bodo_437.jpg
Top center,English text saying 'What's in the Box',What's in the Box,What's in the Box,image_bodo_437.jpg
Left side,A dark grey iPhone 15 Pro Max is shown.,iPhone 15 Pro Max,iPhone 15 Pro Max,image_bodo_437.jpg
Right side,A white USB-C charging cable is coiled.,USB-C Charge Cable,USB-C Charge Cable,image_bodo_437.jpg
Bottom center,"The text is in Bodo language. The text is in large bold font and says: ""A Lakh rupees.""",लाख्सिगोमौ,A Lakh rupees.,image_bodo_437.jpg
Top,Text written in black bold font on a light background with a smiling emoji.,PAGLA PAGLA MAN C DONGGWI :),Crazy crazy man is doing this :),image_bodo_379.jpg
Main image,"A man wearing a red and white floral patterned shirt tied at the waist, with grey pants, dancing.",,,image_bodo_379.jpg
Comments section,A screenshot of a social media post with comments and reactions.,"Dairy Milk
Fanta na fanti jkw","Dairy Milk
Fanta and Fanta",image_bodo_379.jpg
Comments section,A comment from 'Harao Rani' referring to 'Dairy Milk' with a vegetable emoji.,"Harao Rani
Dairy Milk ngswngnaya agna na
besw de","Harao Rani
Dairy Milk, I am not afraid
to say",image_bodo_379.jpg
Comments section,A comment from 'Newtan Basumatary' with a mention of 'Harao Rani'.,"Newtan Basumatary
Harao Rani
Nwg Ni Mal Kwo
Haso Nagwo Hijira Sais","Newtan Basumatary
Harao Rani
Don't be afraid of
Others' words",image_bodo_379.jpg
Comments section,A comment from 'Karuna Basumatary' mentioning 'Harao Rani'.,"Karuna Basumatary
Harao Rani lagaobai ng
bimani cpa","Karuna Basumatary
Harao Rani, do not be a
cheater",image_bodo_379.jpg
Comments section,A comment from 'Dairy Milk' with a red dot and a mention of 'Harao Rani'.,"Dairy Milk
Harao Rani mntw panti bad
bw nuyw arw panta bdi","Dairy Milk
Harao Rani, the one who dances, let
them dance",image_bodo_379.jpg
Bottom text,"Text written in black bold font with two emojis, one laughing and one crying.",BTR AO 😭😂 Mwnplgba seska,BTR AO 😭😂 Let's move forward,image_bodo_379.jpg
